
       3648.9605     0.714315
       3653.9592     0.720990
       3658.9579     0.727604
       3663.9566     0.734159
       3668.9553     0.740655
       3673.9540     0.747091
       3678.9527     0.753469
       3683.9514     0.759787
       3688.9501     0.766048
       3693.9488     0.772250
       3698.9475     0.778394
       3703.9462     0.784480
       3708.9449     0.790508
       3713.9436     0.796480
       3718.9423     0.802394
       3723.9410     0.808252
       3728.9397     0.814053
       3733.9384     0.819798
       3738.9371     0.825487
       3743.9358     0.831120
       3748.9345     0.836697
       3753.9332     0.842219
       3758.9319     0.847686
       3763.9306     0.853098
       3768.9293     0.858456
       3773.9280     0.863759
       3778.9267     0.869008
       3783.9254     0.874204
       3788.9241     0.879345
       3793.9228     0.884434
       3798.9215     0.889469
       3803.9202     0.894451
       3808.9189     0.899381
       3813.9176     0.904258
       3818.9163     0.909083
       3823.9150     0.913856
       3828.9137     0.918577
       3833.9124     0.923247
       3838.9111     0.927866
       3843.9098     0.932434
       3848.9085     0.936951
       3853.9072     0.941418
       3858.9059     0.945834
       3863.9046     0.950201
       3868.9033     0.954518
       3873.9020     0.958785
       3878.9007     0.963003
       3883.8994     0.967172
       3888.8981     0.971292
       3893.8967     0.975364
       3898.8954     0.979387
       3903.8941     0.983363
       3908.8928     0.987290
       3913.8915     0.991170
       3918.8902     0.995003
       3923.8889     0.998789
       3928.8876      1.00253
       3933.8863      1.00622
       3938.8850      1.00987
       3943.8837      1.01347
       3948.8824      1.01702
       3953.8811      1.02053
       3958.8798      1.02399
       3963.8784      1.02741
       3968.8771      1.03078
       3973.8758      1.03411
       3978.8745      1.03739
       3983.8732      1.04063
       3988.8719      1.04383
       3993.8706      1.04698
       3998.8693      1.05009
       4003.8680      1.05316
       4008.8667      1.05618
       4013.8654      1.05916
       4018.8640      1.06210
       4023.8627      1.06499
       4028.8614      1.06785
       4033.8601      1.07066
       4038.8588      1.07343
       4043.8575      1.07616
       4048.8562      1.07885
       4053.8549      1.08149
       4058.8536      1.08410
       4063.8522      1.08667
       4068.8509      1.08919
       4073.8496      1.09168
       4078.8483      1.09413
       4083.8470      1.09653
       4088.8457      1.09890
       4093.8444      1.10123
       4098.8431      1.10352
       4103.8417      1.10578
       4108.8404      1.10799
       4113.8391      1.11017
       4118.8378      1.11231
       4123.8365      1.11441
       4128.8352      1.11648
       4133.8339      1.11850
       4138.8325      1.12050
       4143.8312      1.12245
       4148.8299      1.12437
       4153.8286      1.12625
       4158.8273      1.12810
       4163.8260      1.12991
       4168.8247      1.13169
       4173.8233      1.13343
       4178.8220      1.13514
       4183.8207      1.13681
       4188.8194      1.13845
       4193.8181      1.14006
       4198.8168      1.14163
       4203.8154      1.14316
       4208.8141      1.14467
       4213.8128      1.14614
       4218.8115      1.14758
       4223.8102      1.14899
       4228.8089      1.15036
       4233.8075      1.15170
       4238.8062      1.15301
       4243.8049      1.15429
       4248.8036      1.15554
       4253.8023      1.15675
       4258.8009      1.15794
       4263.7996      1.15909
       4268.7983      1.16022
       4273.7970      1.16131
       4278.7957      1.16238
       4283.7944      1.16341
       4288.7930      1.16442
       4293.7917      1.16540
       4298.7904      1.16634
       4303.7891      1.16726
       4308.7878      1.16815
       4313.7864      1.16902
       4318.7851      1.16985
       4323.7838      1.17066
       4328.7825      1.17144
       4333.7812      1.17219
       4338.7798      1.17292
       4343.7785      1.17362
       4348.7772      1.17429
       4353.7759      1.17494
       4358.7746      1.17556
       4363.7732      1.17615
       4368.7719      1.17672
       4373.7706      1.17726
       4378.7693      1.17778
       4383.7680      1.17828
       4388.7666      1.17875
       4393.7653      1.17919
       4398.7640      1.17962
       4403.7627      1.18001
       4408.7613      1.18039
       4413.7600      1.18074
       4418.7587      1.18107
       4423.7574      1.18137
       4428.7561      1.18166
       4433.7547      1.18192
       4438.7534      1.18215
       4443.7521      1.18237
       4448.7508      1.18257
       4453.7494      1.18274
       4458.7481      1.18289
       4463.7468      1.18302
       4468.7455      1.18313
       4473.7441      1.18322
       4478.7428      1.18328
       4483.7415      1.18333
       4488.7402      1.18335
       4493.7388      1.18336
       4498.7375      1.18334
       4503.7362      1.18331
       4508.7349      1.18325
       4513.7335      1.18318
       4518.7322      1.18309
       4523.7309      1.18297
       4528.7296      1.18284
       4533.7282      1.18269
       4538.7269      1.18252
       4543.7256      1.18233
       4548.7243      1.18212
       4553.7229      1.18190
       4558.7216      1.18165
       4563.7203      1.18139
       4568.7190      1.18111
       4573.7176      1.18081
       4578.7163      1.18050
       4583.7150      1.18017
       4588.7137      1.17982
       4593.7123      1.17945
       4598.7110      1.17907
       4603.7097      1.17867
       4608.7084      1.17826
       4613.7070      1.17782
       4618.7057      1.17738
       4623.7044      1.17691
       4628.7030      1.17643
       4633.7017      1.17594
       4638.7004      1.17543
       4643.6991      1.17490
       4648.6977      1.17436
       4653.6964      1.17380
       4658.6951      1.17323
       4663.6938      1.17265
       4668.6924      1.17205
       4673.6911      1.17143
       4678.6898      1.17081
       4683.6884      1.17016
       4688.6871      1.16951
       4693.6858      1.16884
       4698.6845      1.16816
       4703.6831      1.16746
       4708.6818      1.16675
       4713.6805      1.16603
       4718.6791      1.16530
       4723.6778      1.16455
       4728.6765      1.16379
       4733.6752      1.16302
       4738.6738      1.16224
       4743.6725      1.16144
       4748.6712      1.16064
       4753.6698      1.15982
